Year,month,town,,storey_range,floorArea,flat_model,lease_commence_date,remaining_lease month,resale_price,roomTyp,tenure,price,block_loc,block_num
2023,8,BUKIT BATOK,,04 TO 06,47,Model A,2019,9,320000,2,94,6808.510638,BT BATOK WEST AVE 6,451A
2023,8,BUKIT BATOK,,07 TO 09,47,Model A,2019,8,324000,2,94,6893.617021,BT BATOK WEST AVE 6,450A
2023,8,BUKIT BATOK,,10 TO 12,38,Model A,2019,8,320000,2,94,8421.052632,BT BATOK WEST AVE 6,450A
2023,8,BUKIT BATOK,,07 TO 09,47,Model A,2019,8,330000,2,94,7021.276596,BT BATOK WEST AVE 6,450A
2023,8,BUKIT BATOK,,04 TO 06,38,2-room,2019,7,305000,2,94,8026.315789,BT BATOK WEST AVE 6,450A
2023,8,BUKIT BATOK,,16 TO 18,47,Model A,2019,8,353000,2,94,7510.638298,BT BATOK WEST AVE 8,440A
2023,8,BUKIT BATOK,,13 TO 15,47,Model A,2019,7,358000,2,94,7617.021277,BT BATOK WEST AVE 8,441A
2023,8,BUKIT BATOK,,10 TO 12,47,Model A,2019,7,315000,2,94,6702.12766,BT BATOK WEST AVE 8,440A
2023,8,BUKIT BATOK,,04 TO 06,37,Model A,2019,7,320000,2,94,8648.648649,BT BATOK WEST AVE 8,440A
2023,8,BUKIT BATOK,,10 TO 12,47,Model A,2019,7,335000,2,94,7127.659574,BT BATOK WEST AVE 9,448A
2023,8,BUKIT BATOK,,01 TO 03,72,New Generation,1984,4,375000,3,60,5208.333333,BT BATOK CTRL,226
2023,8,BUKIT BATOK,,04 TO 06,64,Simplified,1986,3,345000,3,62,5390.625,BT BATOK EAST AVE 4,269
2023,8,BUKIT BATOK,,10 TO 12,67,New Generation,1985,11,385000,3,60,5746.268657,BT BATOK EAST AVE 5,231
2023,8,BUKIT BATOK,,04 TO 06,73,Model A,1985,11,320000,3,60,4383.561644,BT BATOK EAST AVE 5,248
2023,8,BUKIT BATOK,,10 TO 12,73,Model A,1985,9,385000,3,60,5273.972603,BT BATOK EAST AVE 5,250
2023,8,BUKIT BATOK,,10 TO 12,67,New Generation,1984,4,365000,3,60,5447.761194,BT BATOK ST 21,215
2023,8,BUKIT BATOK,,07 TO 09,67,New Generation,1984,3,365000,3,60,5447.761194,BT BATOK ST 21,215
2023,8,BUKIT BATOK,,19 TO 21,67,Model A,2019,9,528000,3,94,7880.597015,BT BATOK ST 31,377
2023,8,BUKIT BATOK,,10 TO 12,68,New Generation,1987,0,392000,3,63,5764.705882,BT BATOK ST 31,367
2023,8,BUKIT BATOK,,07 TO 09,68,New Generation,1987,7,368000,3,62,5411.764706,BT BATOK ST 31,361
2023,8,BUKIT BATOK,,01 TO 03,67,Model A,2019,10,470000,3,94,7014.925373,BT BATOK ST 31,377
2023,8,BUKIT BATOK,,25 TO 27,67,Model A,2019,9,540000,3,94,8059.701493,BT BATOK ST 31,377
2023,8,BUKIT BATOK,,04 TO 06,68,New Generation,1987,6,370000,3,62,5441.176471,BT BATOK ST 31,368
2023,8,BUKIT BATOK,,10 TO 12,68,New Generation,1986,6,368000,3,61,5411.764706,BT BATOK ST 32,316
2023,8,BUKIT BATOK,,04 TO 06,64,Simplified,1987,2,365000,3,63,5703.125,BT BATOK ST 32,332
2023,8,BUKIT BATOK,,04 TO 06,68,New Generation,1986,8,370000,3,61,5441.176471,BT BATOK ST 32,313
2023,8,BUKIT BATOK,,04 TO 06,64,Simplified,1987,2,365000,3,63,5703.125,BT BATOK ST 33,320
2023,8,BUKIT BATOK,,10 TO 12,73,Model A,1987,11,406888,3,62,5573.808219,BT BATOK ST 34,340
2023,8,BUKIT BATOK,,04 TO 06,64,Simplified,1986,5,360000,3,62,5625,BT BATOK ST 52,501
2023,8,BUKIT BATOK,,01 TO 03,69,Improved,1987,0,350000,3,63,5072.463768,BT BATOK ST 52,506
2023,8,BUKIT BATOK,,01 TO 03,60,Improved,1988,7,318000,3,63,5300,BT BATOK ST 52,505
2023,8,BUKIT BATOK,,07 TO 09,68,New Generation,1988,9,362000,3,63,5323.529412,BT BATOK WEST AVE 4,408
2023,8,BUKIT BATOK,,07 TO 09,68,New Generation,1984,1,375000,3,60,5514.705882,BT BATOK WEST AVE 6,148
2023,8,BUKIT BATOK,,04 TO 06,67,Model A,2019,9,455000,3,94,6791.044776,BT BATOK WEST AVE 6,450A
2023,8,BUKIT BATOK,,13 TO 15,67,Model A,2019,8,485000,3,94,7238.80597,BT BATOK WEST AVE 6,451A
2023,8,BUKIT BATOK,,22 TO 24,67,Model A,2019,9,475000,3,94,7089.552239,BT BATOK WEST AVE 6,451A
2023,8,BUKIT BATOK,,10 TO 12,67,Model A,2019,8,473000,3,94,7059.701493,BT BATOK WEST AVE 6,450D
2023,8,BUKIT BATOK,,19 TO 21,68,Premium Apartment,2017,11,478000,3,92,7029.411765,BT BATOK WEST AVE 6,194B
2023,8,BUKIT BATOK,,10 TO 12,73,Model A,1984,4,386888,3,60,5299.835616,BT BATOK WEST AVE 6,131
2023,8,BUKIT BATOK,,04 TO 06,68,New Generation,1984,4,365000,3,60,5367.647059,BT BATOK WEST AVE 6,135
2023,8,BUKIT BATOK,,19 TO 21,68,Premium Apartment,2017,0,500000,3,93,7352.941176,BT BATOK WEST AVE 6,194B
2023,8,BUKIT BATOK,,01 TO 03,68,New Generation,1984,9,355000,3,59,5220.588235,BT BATOK WEST AVE 6,144
2023,8,BUKIT BATOK,,04 TO 06,73,Model A,1984,2,366000,3,60,5013.69863,BT BATOK WEST AVE 8,169
2023,8,BUKIT BATOK,,01 TO 03,67,Model A,2019,7,420000,3,94,6268.656716,BT BATOK WEST AVE 8,441C
2023,8,BUKIT BATOK,,13 TO 15,68,Model A,2019,9,465000,3,94,6838.235294,BT BATOK WEST AVE 9,448C
2023,8,BUKIT BATOK,,07 TO 09,68,Model A,2019,7,450000,3,94,6617.647059,BT BATOK WEST AVE 9,448B
2023,8,BUKIT BATOK,,04 TO 06,68,Model A,2019,7,445000,3,94,6544.117647,BT BATOK WEST AVE 9,448A
2023,8,BUKIT BATOK,,04 TO 06,107,Model A,1985,8,570000,4,60,5327.102804,BT BATOK CTRL,106
2023,8,BUKIT BATOK,,16 TO 18,100,Model A,1998,7,555000,4,73,5550,BT BATOK EAST AVE 3,290D
2023,8,BUKIT BATOK,,13 TO 15,102,Model A,1998,6,570000,4,73,5588.235294,BT BATOK EAST AVE 3,290D
2023,8,BUKIT BATOK,,10 TO 12,114,Model A,1985,7,528000,4,60,4631.578947,BT BATOK ST 11,162
2023,8,BUKIT BATOK,,13 TO 15,93,Model A,2019,6,670000,4,94,7204.301075,BT BATOK ST 21,293D
2023,8,BUKIT BATOK,,07 TO 09,93,Model A,2019,6,648000,4,94,6967.741935,BT BATOK ST 21,293A
2023,8,BUKIT BATOK,,19 TO 21,93,Model A,2019,6,700000,4,94,7526.88172,BT BATOK ST 21,293D
2023,8,BUKIT BATOK,,19 TO 21,93,Model A,2019,5,740000,4,94,7956.989247,BT BATOK ST 21,293D
2023,8,BUKIT BATOK,,37 TO 39,92,Model A,2019,5,788000,4,94,8565.217391,BT BATOK ST 21,293B
2023,8,BUKIT BATOK,,04 TO 06,93,Model A,2019,6,645888,4,94,6945.032258,BT BATOK ST 21,293D
2023,8,BUKIT BATOK,,04 TO 06,93,Model A,2019,6,638000,4,94,6860.215054,BT BATOK ST 21,293D
2023,8,BUKIT BATOK,,01 TO 03,92,Premium Apartment,2018,8,600000,4,93,6521.73913,BT BATOK ST 22,296B
2023,8,BUKIT BATOK,,31 TO 33,92,Premium Apartment,2018,7,765000,4,93,8315.217391,BT BATOK ST 22,296C
2023,8,BUKIT BATOK,,25 TO 27,95,Premium Apartment,2018,7,740000,4,93,7789.473684,BT BATOK ST 22,296A
2023,8,BUKIT BATOK,,04 TO 06,93,Model A2,1998,8,495000,4,73,5322.580645,BT BATOK ST 25,288D
2023,8,BUKIT BATOK,,10 TO 12,93,New Generation,1985,0,480000,4,61,5161.290323,BT BATOK ST 32,312
2023,8,BUKIT BATOK,,01 TO 03,109,Model A,1986,6,485000,4,61,4449.541284,BT BATOK ST 32,334
2023,8,BUKIT BATOK,,07 TO 09,84,Simplified,1986,1,432000,4,62,5142.857143,BT BATOK ST 33,319
2023,8,BUKIT BATOK,,10 TO 12,103,Model A,1987,11,508000,4,62,4932.038835,BT BATOK ST 34,340
2023,8,BUKIT BATOK,,07 TO 09,84,Simplified,1987,7,445000,4,62,5297.619048,BT BATOK ST 34,348
2023,8,BUKIT BATOK,,10 TO 12,107,Model A,1986,9,535000,4,61,5000,BT BATOK ST 34,341
2023,8,BUKIT BATOK,,04 TO 06,84,Simplified,1987,7,422888,4,62,5034.380952,BT BATOK ST 34,350
2023,8,BUKIT BATOK,,01 TO 03,84,Simplified,1988,10,432000,4,63,5142.857143,BT BATOK ST 34,347
2023,8,BUKIT BATOK,,07 TO 09,83,Simplified,1986,6,421000,4,62,5072.289157,BT BATOK ST 51,532
2023,8,BUKIT BATOK,,04 TO 06,84,Simplified,1986,2,415000,4,62,4940.47619,BT BATOK ST 52,511
2023,8,BUKIT BATOK,,07 TO 09,92,Model A,2004,2,500000,4,80,5434.782609,BT BATOK WEST AVE 5,395
2023,8,BUKIT BATOK,,25 TO 27,92,Model A,2004,5,555888,4,80,6042.26087,BT BATOK WEST AVE 5,386
2023,8,BUKIT BATOK,,01 TO 03,86,Model A,2004,1,490000,4,80,5697.674419,BT BATOK WEST AVE 5,391
2023,8,BUKIT BATOK,,10 TO 12,106,Model A,1984,3,518888,4,60,4895.169811,BT BATOK WEST AVE 6,112
2023,8,BUKIT BATOK,,07 TO 09,93,Model A,2019,9,625000,4,94,6720.430108,BT BATOK WEST AVE 6,451B
2023,8,BUKIT BATOK,,01 TO 03,121,Model A,1984,1,548000,4,60,4528.92562,BT BATOK WEST AVE 6,114
2023,8,BUKIT BATOK,,10 TO 12,103,Model A,1984,3,510000,4,60,4951.456311,BT BATOK WEST AVE 6,129
2023,8,BUKIT BATOK,,13 TO 15,92,Premium Apartment,2017,0,695000,4,93,7554.347826,BT BATOK WEST AVE 6,194B
2023,8,BUKIT BATOK,,10 TO 12,104,Model A,1984,3,530000,4,60,5096.153846,BT BATOK WEST AVE 6,112
2023,8,BUKIT BATOK,,16 TO 18,93,Model A,2019,7,650000,4,94,6989.247312,BT BATOK WEST AVE 6,452A
2023,8,BUKIT BATOK,,04 TO 06,93,Model A,2019,8,600000,4,94,6451.612903,BT BATOK WEST AVE 6,451B
2023,8,BUKIT BATOK,,01 TO 03,104,Model A,1984,2,513000,4,60,4932.692308,BT BATOK WEST AVE 6,112
2023,8,BUKIT BATOK,,16 TO 18,93,Model A,2019,8,638000,4,94,6860.215054,BT BATOK WEST AVE 6,450C
2023,8,BUKIT BATOK,,13 TO 15,92,Model A,2019,9,600000,4,94,6521.73913,BT BATOK WEST AVE 8,443B
2023,8,BUKIT BATOK,,10 TO 12,92,Model A,2019,8,610000,4,94,6630.434783,BT BATOK WEST AVE 8,442C
2023,8,BUKIT BATOK,,19 TO 21,92,Model A,2019,6,635000,4,94,6902.173913,BT BATOK WEST AVE 8,445A
2023,8,BUKIT BATOK,,07 TO 09,103,Model A,1984,3,520000,4,60,5048.543689,BT BATOK WEST AVE 8,169
2023,8,BUKIT BATOK,,04 TO 06,92,Model A,2019,9,580000,4,94,6304.347826,BT BATOK WEST AVE 8,442C
2023,8,BUKIT BATOK,,16 TO 18,92,Model A,2019,6,690000,4,94,7500,BT BATOK WEST AVE 8,446A
2023,8,BUKIT BATOK,,07 TO 09,92,Model A,2019,8,640000,4,94,6956.521739,BT BATOK WEST AVE 8,442A
2023,8,BUKIT BATOK,,01 TO 03,110,Model A,1985,6,525000,4,60,4772.727273,BT BATOK WEST AVE 8,177
2023,8,BUKIT BATOK,,16 TO 18,92,Model A,2019,6,625000,4,94,6793.478261,BT BATOK WEST AVE 8,446A
2023,8,BUKIT BATOK,,13 TO 15,92,Model A,2019,6,638000,4,94,6934.782609,BT BATOK WEST AVE 8,445B
2023,8,BUKIT BATOK,,04 TO 06,92,Model A,2019,8,595000,4,94,6467.391304,BT BATOK WEST AVE 8,443B
2023,8,BUKIT BATOK,,13 TO 15,93,Model A,2019,1,680000,4,95,7311.827957,BT BATOK WEST AVE 8,461A
2023,8,BUKIT BATOK,,10 TO 12,92,Model A,2019,6,670000,4,94,7282.608696,BT BATOK WEST AVE 8,446A
2023,8,BUKIT BATOK,,10 TO 12,93,Model A,2019,1,621000,4,95,6677.419355,BT BATOK WEST AVE 8,461A
2023,8,BUKIT BATOK,,04 TO 06,92,Model A,2019,7,545000,4,94,5923.913043,BT BATOK WEST AVE 8,443D
2023,8,BUKIT BATOK,,10 TO 12,92,Model A,2019,8,615000,4,94,6684.782609,BT BATOK WEST AVE 8,443B
2023,8,BUKIT BATOK,,07 TO 09,92,Model A,2019,7,600000,4,94,6521.73913,BT BATOK WEST AVE 8,441B
2023,8,BUKIT BATOK,,04 TO 06,92,Model A,2019,8,590000,4,94,6413.043478,BT BATOK WEST AVE 8,441C
2023,8,BUKIT BATOK,,10 TO 12,93,Model A,2019,1,642000,4,95,6903.225806,BT BATOK WEST AVE 8,461D
2023,8,BUKIT BATOK,,07 TO 09,91,New Generation,1984,1,475000,4,60,5219.78022,BT BATOK WEST AVE 8,183
2023,8,BUKIT BATOK,,01 TO 03,92,Model A,2019,7,550000,4,94,5978.26087,BT BATOK WEST AVE 8,443B
2023,8,BUKIT BATOK,,04 TO 06,92,Model A,2019,7,553000,4,94,6010.869565,BT BATOK WEST AVE 8,441A
2023,8,BUKIT BATOK,,01 TO 03,92,Model A,2019,7,560000,4,94,6086.956522,BT BATOK WEST AVE 8,441C
2023,8,BUKIT BATOK,,01 TO 03,93,Model A,2019,8,550000,4,94,5913.978495,BT BATOK WEST AVE 9,449A
2023,8,BUKIT BATOK,,10 TO 12,93,Model A,2019,8,635000,4,94,6827.956989,BT BATOK WEST AVE 9,449B
2023,8,BUKIT BATOK,,16 TO 18,93,Model A,2019,7,640000,4,94,6881.72043,BT BATOK WEST AVE 9,448C
2023,8,BUKIT BATOK,,19 TO 21,93,Model A,2019,7,665000,4,94,7150.537634,BT BATOK WEST AVE 9,449B
2023,8,BUKIT BATOK,,04 TO 06,119,Improved,1997,0,765000,5,73,6428.571429,BT BATOK CTRL,626
2023,8,BUKIT BATOK,,22 TO 24,113,Improved,2003,4,850000,5,79,7522.123894,BT BATOK CTRL,622
2023,8,BUKIT BATOK,,10 TO 12,121,Improved,1989,0,770000,5,65,6363.636364,BT BATOK CTRL,639
2023,8,BUKIT BATOK,,37 TO 39,113,Improved,2019,7,928000,5,94,8212.389381,BT BATOK EAST AVE 6,292C
2023,8,BUKIT BATOK,,19 TO 21,113,Improved,2019,5,812888,5,94,7193.699115,BT BATOK EAST AVE 6,292B
2023,8,BUKIT BATOK,,10 TO 12,113,Improved,2019,6,815000,5,94,7212.389381,BT BATOK EAST AVE 6,292B
2023,8,BUKIT BATOK,,13 TO 15,113,Improved,2019,6,833000,5,94,7371.681416,BT BATOK ST 21,293B
2023,8,BUKIT BATOK,,13 TO 15,113,Improved,2019,5,825000,5,94,7300.884956,BT BATOK ST 21,293A
2023,8,BUKIT BATOK,,19 TO 21,133,Model A,1985,10,780000,5,60,5864.661654,BT BATOK ST 21,203
2023,8,BUKIT BATOK,,34 TO 36,113,Premium Apartment,2018,7,915800,5,93,8104.424779,BT BATOK ST 22,296C
2023,8,BUKIT BATOK,,07 TO 09,121,Improved,1998,6,700000,5,73,5785.123967,BT BATOK ST 24,290G
2023,8,BUKIT BATOK,,10 TO 12,122,Improved,1986,6,580000,5,62,4754.098361,BT BATOK ST 33,329
2023,8,BUKIT BATOK,,04 TO 06,122,Improved,1986,4,550000,5,62,4508.196721,BT BATOK ST 33,325
2023,8,BUKIT BATOK,,16 TO 18,118,Improved,2005,5,668000,5,80,5661.016949,BT BATOK WEST AVE 5,388
2023,8,BUKIT BATOK,,07 TO 09,118,Improved,2004,2,688000,5,80,5830.508475,BT BATOK WEST AVE 5,392
2023,8,BUKIT BATOK,,16 TO 18,115,Improved,2019,8,790000,5,94,6869.565217,BT BATOK WEST AVE 6,453A
2023,8,BUKIT BATOK,,31 TO 33,112,Premium Apartment,2017,11,910000,5,92,8125,BT BATOK WEST AVE 6,194A
2023,8,BUKIT BATOK,,16 TO 18,132,Model A,1985,8,630000,5,60,4772.727273,BT BATOK WEST AVE 6,111
2023,8,BUKIT BATOK,,10 TO 12,115,Improved,2019,7,753000,5,94,6547.826087,BT BATOK WEST AVE 6,451B
2023,8,BUKIT BATOK,,01 TO 03,121,Improved,1997,7,624000,5,72,5157.024793,BT BATOK WEST AVE 6,188
2023,8,BUKIT BATOK,,10 TO 12,112,Improved,2019,8,758000,5,94,6767.857143,BT BATOK WEST AVE 8,442C
2023,8,BUKIT BATOK,,04 TO 06,114,Improved,2019,2,760000,5,95,6666.666667,BT BATOK WEST AVE 8,461D
2023,8,BUKIT BATOK,,07 TO 09,112,Improved,2019,8,745000,5,94,6651.785714,BT BATOK WEST AVE 8,440B
2023,8,BUKIT BATOK,,04 TO 06,112,Improved,2019,6,725000,5,94,6473.214286,BT BATOK WEST AVE 8,445A
2023,8,BUKIT BATOK,,01 TO 03,112,Improved,2019,5,700000,5,94,6250,BT BATOK WEST AVE 8,445A
2023,8,BUKIT BATOK,,04 TO 06,155,Maisonette,1985,9,873000,0,60,5632.258065,BT BATOK CTRL,120
2023,8,BUKIT BATOK,,10 TO 12,145,Apartment,1984,4,868000,0,60,5986.206897,BT BATOK ST 11,140
2023,8,BUKIT BATOK,,01 TO 03,145,Apartment,1984,4,795000,0,60,5482.758621,BT BATOK ST 11,142
2023,8,BUKIT BATOK,,10 TO 12,155,Maisonette,1984,3,915000,0,60,5903.225806,BT BATOK ST 11,140
2023,8,BUKIT BATOK,,10 TO 12,141,Apartment,1997,4,800000,0,73,5673.758865,BT BATOK ST 24,290B
2023,8,BUKIT BATOK,,10 TO 12,146,Maisonette,1987,8,795000,0,62,5445.205479,BT BATOK ST 52,512
2023,9,BUKIT BATOK,,19 TO 21,38,Model A,2019,6,338000,2,94,8894.736842,BT BATOK WEST AVE 6,451A
2023,9,BUKIT BATOK,,04 TO 06,64,Simplified,1988,7,355000,3,63,5546.875,BT BATOK EAST AVE 3,283
2023,9,BUKIT BATOK,,01 TO 03,67,New Generation,1985,7,380000,3,60,5671.641791,BT BATOK EAST AVE 3,229
2023,9,BUKIT BATOK,,10 TO 12,69,New Generation,1985,2,365000,3,61,5289.855072,BT BATOK EAST AVE 4,265
2023,9,BUKIT BATOK,,07 TO 09,69,New Generation,1985,11,366000,3,60,5304.347826,BT BATOK EAST AVE 4,259
2023,9,BUKIT BATOK,,10 TO 12,67,New Generation,1985,1,380000,3,61,5671.641791,BT BATOK EAST AVE 5,241
2023,9,BUKIT BATOK,,13 TO 15,67,New Generation,1986,2,415000,3,62,6194.029851,BT BATOK EAST AVE 5,238
2023,9,BUKIT BATOK,,04 TO 06,69,New Generation,1985,9,365000,3,60,5289.855072,BT BATOK EAST AVE 5,231
2023,9,BUKIT BATOK,,10 TO 12,73,Model A,1985,6,400000,3,60,5479.452055,BT BATOK EAST AVE 5,249
2023,9,BUKIT BATOK,,07 TO 09,68,Premium Apartment,2018,6,475000,3,93,6985.294118,BT BATOK ST 22,296B
2023,9,BUKIT BATOK,,22 TO 24,67,Model A,2019,8,530000,3,94,7910.447761,BT BATOK ST 31,377
2023,9,BUKIT BATOK,,01 TO 03,64,Simplified,1988,7,388000,3,63,6062.5,BT BATOK ST 31,374
2023,9,BUKIT BATOK,,04 TO 06,68,New Generation,1987,4,368888,3,62,5424.823529,BT BATOK ST 31,368
2023,9,BUKIT BATOK,,01 TO 03,64,Simplified,1987,5,320000,3,62,5000,BT BATOK ST 32,310
2023,9,BUKIT BATOK,,01 TO 03,68,New Generation,1986,6,368000,3,61,5411.764706,BT BATOK ST 32,313
2023,9,BUKIT BATOK,,10 TO 12,64,Simplified,1988,8,360000,3,63,5625,BT BATOK ST 33,324
2023,9,BUKIT BATOK,,07 TO 09,68,New Generation,1986,6,385000,3,61,5661.764706,BT BATOK ST 33,321
2023,9,BUKIT BATOK,,07 TO 09,73,Model A,1986,7,384000,3,61,5260.273973,BT BATOK ST 34,341
2023,9,BUKIT BATOK,,10 TO 12,60,Improved,1988,6,357000,3,63,5950,BT BATOK ST 51,533
2023,9,BUKIT BATOK,,07 TO 09,60,Improved,1988,5,340000,3,63,5666.666667,BT BATOK ST 51,533
2023,9,BUKIT BATOK,,07 TO 09,69,Improved,1988,6,360000,3,63,5217.391304,BT BATOK ST 52,504
2023,9,BUKIT BATOK,,07 TO 09,73,Model A,1986,7,373000,3,61,5109.589041,BT BATOK WEST AVE 4,411
2023,9,BUKIT BATOK,,01 TO 03,67,Model A,2019,8,465000,3,94,6940.298507,BT BATOK WEST AVE 6,450A
2023,9,BUKIT BATOK,,22 TO 24,67,Model A,2019,7,468000,3,94,6985.074627,BT BATOK WEST AVE 6,450A
2023,9,BUKIT BATOK,,07 TO 09,59,Improved,1985,5,336000,3,60,5694.915254,BT BATOK WEST AVE 6,109
2023,9,BUKIT BATOK,,13 TO 15,67,Model A,2019,7,501000,3,94,7477.61194,BT BATOK WEST AVE 6,450D
2023,9,BUKIT BATOK,,07 TO 09,67,Model A,2019,7,442000,3,94,6597.014925,BT BATOK WEST AVE 8,440A
2023,9,BUKIT BATOK,,04 TO 06,67,New Generation,1985,7,360000,3,60,5373.134328,BT BATOK WEST AVE 8,175
2023,9,BUKIT BATOK,,13 TO 15,67,Model A,2019,6,470000,3,94,7014.925373,BT BATOK WEST AVE 8,441A
2023,9,BUKIT BATOK,,13 TO 15,68,Model A,2019,7,465000,3,94,6838.235294,BT BATOK WEST AVE 9,448B
2023,9,BUKIT BATOK,,10 TO 12,68,Model A,2019,6,460888,3,94,6777.764706,BT BATOK WEST AVE 9,448B
2023,9,BUKIT BATOK,,07 TO 09,90,Model A,2003,3,596000,4,79,6622.222222,BT BATOK CTRL,622
2023,9,BUKIT BATOK,,07 TO 09,104,Model A,1985,0,480000,4,61,4615.384615,BT BATOK EAST AVE 4,268
2023,9,BUKIT BATOK,,13 TO 15,93,Model A,2019,5,645000,4,94,6935.483871,BT BATOK EAST AVE 6,292C
2023,9,BUKIT BATOK,,13 TO 15,93,Model A,2019,5,700000,4,94,7526.88172,BT BATOK EAST AVE 6,292B
2023,9,BUKIT BATOK,,04 TO 06,93,Model A,2019,4,590000,4,94,6344.086022,BT BATOK EAST AVE 6,292A
2023,9,BUKIT BATOK,,07 TO 09,104,Model A,1984,0,480000,4,60,4615.384615,BT BATOK ST 11,161
2023,9,BUKIT BATOK,,01 TO 03,107,Model A,1985,7,521000,4,60,4869.158879,BT BATOK ST 21,209
2023,9,BUKIT BATOK,,25 TO 27,93,Model A,2019,5,732800,4,94,7879.569892,BT BATOK ST 21,293D
2023,9,BUKIT BATOK,,04 TO 06,104,Model A,1985,7,495000,4,60,4759.615385,BT BATOK ST 21,209
2023,9,BUKIT BATOK,,19 TO 21,93,Model A,2019,4,700000,4,94,7526.88172,BT BATOK ST 21,293D
2023,9,BUKIT BATOK,,25 TO 27,93,Model A,2019,5,730000,4,94,7849.462366,BT BATOK ST 21,293D
2023,9,BUKIT BATOK,,10 TO 12,93,Model A,2019,5,650000,4,94,6989.247312,BT BATOK ST 21,293D
2023,9,BUKIT BATOK,,16 TO 18,92,Premium Apartment,2018,6,690000,4,93,7500,BT BATOK ST 22,296B
2023,9,BUKIT BATOK,,13 TO 15,102,Model A,1998,5,600000,4,73,5882.352941,BT BATOK ST 24,291E
2023,9,BUKIT BATOK,,10 TO 12,99,New Generation,1987,5,511000,4,62,5161.616162,BT BATOK ST 31,361
2023,9,BUKIT BATOK,,07 TO 09,84,Simplified,1986,2,450000,4,62,5357.142857,BT BATOK ST 34,337
2023,9,BUKIT BATOK,,07 TO 09,84,Simplified,1986,1,441000,4,62,5250,BT BATOK ST 34,337
2023,9,BUKIT BATOK,,01 TO 03,104,Model A,1986,7,441000,4,61,4240.384615,BT BATOK ST 34,338
2023,9,BUKIT BATOK,,07 TO 09,84,Simplified,1986,3,425000,4,62,5059.52381,BT BATOK ST 52,511
2023,9,BUKIT BATOK,,01 TO 03,103,Model A,1986,7,450000,4,61,4368.932039,BT BATOK WEST AVE 4,411
2023,9,BUKIT BATOK,,07 TO 09,90,Model A,2004,1,508000,4,80,5644.444444,BT BATOK WEST AVE 5,391
2023,9,BUKIT BATOK,,16 TO 18,92,Model A,2004,2,513800,4,80,5584.782609,BT BATOK WEST AVE 5,392
2023,9,BUKIT BATOK,,01 TO 03,90,Model A,2004,4,480000,4,80,5333.333333,BT BATOK WEST AVE 5,386
2023,9,BUKIT BATOK,,07 TO 09,92,Model A,2004,2,525000,4,80,5706.521739,BT BATOK WEST AVE 5,393
2023,9,BUKIT BATOK,,01 TO 03,93,Model A,2019,7,525000,4,94,5645.16129,BT BATOK WEST AVE 6,451B
2023,9,BUKIT BATOK,,22 TO 24,93,Model A,2019,7,630000,4,94,6774.193548,BT BATOK WEST AVE 6,453A
2023,9,BUKIT BATOK,,19 TO 21,93,Model A,2019,7,700000,4,94,7526.88172,BT BATOK WEST AVE 6,450B
2023,9,BUKIT BATOK,,22 TO 24,93,Model A,2019,7,696000,4,94,7483.870968,BT BATOK WEST AVE 6,453B
2023,9,BUKIT BATOK,,10 TO 12,93,Model A,2019,6,615000,4,94,6612.903226,BT BATOK WEST AVE 6,453B
2023,9,BUKIT BATOK,,13 TO 15,92,Model A,2019,7,620000,4,94,6739.130435,BT BATOK WEST AVE 8,442A
2023,9,BUKIT BATOK,,10 TO 12,92,Model A,2019,7,638000,4,94,6934.782609,BT BATOK WEST AVE 8,441B
2023,9,BUKIT BATOK,,13 TO 15,93,Model A,2019,0,628000,4,95,6752.688172,BT BATOK WEST AVE 8,461D
2023,9,BUKIT BATOK,,10 TO 12,93,Model A,2019,0,650000,4,95,6989.247312,BT BATOK WEST AVE 8,461A
2023,9,BUKIT BATOK,,04 TO 06,92,Model A,2019,7,618000,4,94,6717.391304,BT BATOK WEST AVE 8,440B
2023,9,BUKIT BATOK,,07 TO 09,93,New Generation,1985,4,490000,4,60,5268.817204,BT BATOK WEST AVE 8,175
2023,9,BUKIT BATOK,,07 TO 09,93,Model A,2019,0,610000,4,95,6559.139785,BT BATOK WEST AVE 8,461A
2023,9,BUKIT BATOK,,13 TO 15,93,Model A,2019,0,626000,4,95,6731.182796,BT BATOK WEST AVE 8,461A
2023,9,BUKIT BATOK,,01 TO 03,92,Model A,2019,4,535000,4,94,5815.217391,BT BATOK WEST AVE 8,445B
2023,9,BUKIT BATOK,,04 TO 06,93,Model A,2019,7,578888,4,94,6224.602151,BT BATOK WEST AVE 9,449A
2023,9,BUKIT BATOK,,04 TO 06,93,Model A,2019,7,565000,4,94,6075.268817,BT BATOK WEST AVE 9,449A
2023,9,BUKIT BATOK,,01 TO 03,93,Model A,2019,6,550000,4,94,5913.978495,BT BATOK WEST AVE 9,449A
2023,9,BUKIT BATOK,,13 TO 15,117,Improved,1997,11,808000,5,72,6905.982906,BT BATOK CTRL,623
2023,9,BUKIT BATOK,,16 TO 18,110,Improved,2003,2,850000,5,79,7727.272727,BT BATOK CTRL,621
2023,9,BUKIT BATOK,,31 TO 33,113,Improved,2019,5,895000,5,94,7920.353982,BT BATOK ST 21,293B
2023,9,BUKIT BATOK,,10 TO 12,113,Improved,2019,4,820000,5,94,7256.637168,BT BATOK ST 21,293C
2023,9,BUKIT BATOK,,22 TO 24,113,Premium Apartment,2018,7,880000,5,93,7787.610619,BT BATOK ST 22,296A
